cardId,setSeries,idInSetSeries,icon,backIcon,name,versionName,color,cost,cardType,classification,willpower,strength,loreValue,rarity,inkwellFlag,vanillaFlag,bodyguardFlag,challengerFlag,evasiveFlag,recklessFlag,resistFlag,rushFlag,shiftFlag,singerFlag,singTogetherFlag,supportFlag,wardFlag,effectText,flavorText
4011,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,011,,,魔法のハープ,幸せを運ぶ歌声,1_umber,1,1_character,ストーリーボーン・仲間,4,1,2,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,奪い去られるさだめ あなたのターン終了時、あなたがこのターンに歌をプレイしていなかったなら、このキャラクターを退場させる。,彼女が恋しくなるだろうね、いなくなったら。
4012,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,012,,,グーフィー,銃士隊の剣士,1_umber,4,1_character,ドリームボーン・ヒーロー・銃士,4,3,2,3_rare,1,0,2,0,0,0,0,0,0,0,0,0,0,構ッヒョ！ あなたが護衛を持つキャラクターをプレイするたび、このキャラクターをレディする。これはこのターン、クエストできない。,「よおうし、やるぞお！」
4013,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,013,,,フリエッタ・マドリガル,癒しの料理人,1_umber,3,1_character,ストーリーボーン・導き手・マドリガル家,4,1,1,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,得意料理 このキャラクターをプレイしたとき、キャラクター１体を選び、２ダメージまで取り除いてもよい。この方法でダメージを取り除いたなら、カードを１枚引いてもよい。,「召し上がれ、ミアモール」
4014,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,014,,,マックス,忠実なシープドッグ,1_umber,3,1_character,ストーリーボーン・仲間,3,4,1,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,おいで！ あなたの場に《エリック王子》という名前のキャラクターがいるなら、このキャラクターをプレイするコストの支払いは１減る。,-
4015,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,015,,,ミッキーマウス,バンドリーダー,1_umber,4,1_character,ストーリーボーン・ヒーロー,5,2,1,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,2,0,支援（このキャラクターがクエストするたび、他のキャラクター１体を選び、このターン、これのをそれのに加えてもよい。）ストライク・アップ・ザ・ミュージック このキャラクターをプレイしたとき、キャラクター１体を選び、そのキャラクターはこのターン、支援を得る。,-
4016,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,016,,,ミッキーマウス,銃士隊の隊長,1_umber,7,1_character,フラッドボーン・ヒーロー・銃士・キャプテン,6,3,2,5_legendary,1,0,2,0,0,0,0,0,2,0,0,2,0,変身５（５を支払うことであなたの《ミッキーマウス》の上にこのカードをプレイしてもよい。）護衛、支援銃士たちの団結 このキャラクターをプレイしたとき、それに変身を使ったなら、あなたの場の護衛を持つキャラクターと同じ数のカードを引いてもよい。,-
4017,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,017,,,ミニーマウス,銃士隊の勇者,1_umber,5,1_character,ドリームボーン・ヒーロー・銃士,5,1,2,4_superrare,1,0,2,0,0,0,0,0,0,0,0,0,0,護衛（このキャラクターをエグザートで場に出してもよい。あなたのキャラクターにチャレンジする対戦相手のキャラクターは、可能なら護衛を持つキャラクターを選ぶ。）ドラマチックな登場 このキャラクターをプレイしたとき、対戦相手の５以上のキャラクター１体を選び、退場させる。,-
4018,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,018,,,ミラベル・マドリガル,家族のギフト,1_umber,5,1_character,ドリームボーン・ヒーロー・マドリガル家,5,3,2,4_superrare,1,0,0,0,0,0,0,0,0,0,0,2,0,支援（このキャラクターがクエストするたび、他のキャラクター１体を選び、このターン、これのをそれのに加えてもよい。）奇跡を救わなきゃ このキャラクターがクエストするたび、あなたの他のマドリガル家・キャラクター全員はこのターン、+１される。,-
4019,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,019,,,ミラベル・マドリガル,予言を探す者,1_umber,2,1_character,ストーリーボーン・ヒーロー・マドリガル家,2,2,1,1_common,1,0,0,0,0,0,0,0,0,0,0,2,0,支援（このキャラクターがクエストするたび、他のキャラクター１体を選び、このターン、これのをそれのに加えてもよい。）,「ブルーノはどうしてこの予言を壊したの？何か危険なことなの？確かめなきゃ！」
4020,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,020,,,プルート,救助犬,1_umber,5,1_character,ストーリーボーン・仲間,5,4,2,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,レスキュー犬出動！ このキャラクターをプレイしたとき、あなたのキャラクター１体から３ダメージまで取り除いてもよい。,助けが必要な時、最初に見たいのはいつだって彼の顔だ。
4021,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,021,,,エリック王子,航海王子,1_umber,3,1_character,ドリームボーン・ヒーロー・プリンス,3,3,1,1_common,1,0,2,0,0,0,0,0,0,0,0,0,0,護衛（このキャラクターをエグザートで場に出してもよい。あなたのキャラクターにチャレンジする対戦相手のキャラクターは、可能なら護衛を持つキャラクターを選ぶ。）,-
4022,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,022,,,エリック王子,アースラの花婿,1_umber,6,1_character,フラッドボーン・ヒーロー・プリンス,5,5,2,2_uncommon,1,0,2,0,0,0,0,0,2,0,0,0,0,変身４（４を支払うことであなたの《エリック王子》の上にこのカードをプレイしてもよい。）ヴァネッサの呪縛 あなたの場に《アースラ》という名前のキャラクターがいる間、このキャラクターは護衛を得て、+２される。（あなたのキャラクターにチャレンジする対戦相手のキャラクターは、可能なら護衛を持つキャラクターを選ぶ。）,-
4023,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,023,,,スティッチ,エイリアンダンサー,1_umber,2,1_character,ストーリーボーン・ヒーロー・エイリアン,3,2,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,音楽に合わせて体を動かしてるうちに、彼は「オハナ」の本当の意味と、自分が見つけた家族の中での居場所を理解し始めた。
4024,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,024,,,アースラ,エリックの花嫁,1_umber,4,1_character,フラッドボーン・ヴィランズ・プリンセス・魔法使い,4,2,2,3_rare,1,0,0,0,0,0,0,0,2,0,0,0,0,変身 ： 歌・カードを１枚捨てる（歌・カードを１枚捨てることであなたの《アースラ》の上にこのカードをプレイしてもよい。）ヴァネッサの計略 このキャラクターがクエストするたび、対戦相手１人を選び、そのプレイヤーは手札を公開し、キャラクターではないあなたが選んだカード１枚を捨てる。,-
4025,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,025,,,アースラ,ヴァネッサ,1_umber,2,1_character,ストーリーボーン・ヴィランズ・魔法使い,4,1,1,1_common,1,0,0,0,0,0,0,0,0,2,0,0,0,歌声４（このキャラクターは歌を歌う際にコスト４として扱う。）,「この魔法なら必ず上手くいくよ」
4026,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,026,,,帰ってきたブルーノ,-,1_umber,2,2_action,-,0,0,0,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,あなたの捨て札からキャラクター・カード１枚を手札に戻す。その後キャラクター１体を選び、２ダメージまで取り除く。,「僕、何か大事な展開見逃しちゃってたかな？」
4027,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,027,,,応急手当,-,1_umber,1,2_action,-,0,0,0,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,あなたの各キャラクターからそれぞれ１ダメージまで取り除く。,「これでよし。楽になったかい？」
4028,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,028,,,大丈夫、家族がいる,-,1_umber,7,3_action・song,歌,0,0,0,3_rare,1,0,0,0,0,0,0,0,0,0,2,0,0,合唱７（あなたやあなたのチームメイトのキャラクターをコストの合計が７以上になるように好きな数することでこの歌をコストを支払わずに歌える。）あなたのデッキの上からカードを５枚見る。キャラクター・カードを２枚まで公開し手札に加えてもよい。残りを好きな順番でデッキの一番下に置く。,-
4029,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,029,,,Lost in the Woods,恋の迷い子,1_umber,4,3_action・song,歌,0,0,0,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,（コスト４以上のキャラクターはすることでこの歌をコストを支払わずに歌える。）対戦相手のキャラクター全員はあなたの次のターンの始めまで、-２される。,一人で また取り残された どの道を 君は選んだろう
4030,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,030,,,さあさあサインして！,-,1_umber,3,2_action,-,0,0,0,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,各対戦相手はカードを１枚選んで捨ててもよい。そうしなかった対戦相手１人につき２つのロアを得る。,-
4031,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,031,,,奇跡のロウソク,-,1_umber,2,4_item,-,0,0,0,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,おばあちゃんのギフト このアイテムを退場させる ： あなたの場にキャラクターが３体以上いるなら、ロアを２つ得て、ロケーション１つを選び、２ダメージまで取り除く。,-
4032,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,032,,,レコードプレーヤー,-,1_umber,2,4_item,-,0,0,0,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,これ見て！ あなたが歌をプレイするたび、キャラクター１体を選び、あなたの次のターンの始めまで、-２する。ヒットパレード あなたの《スティッチ》という名前のキャラクターは、歌を歌う際にコストが+１されているものとして扱う。,-
4033,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,033,,,アトランティカ,コンサートホール,1_umber,1,5_location,-,6,0,0,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,水中の音響 ここにいるキャラクターは、歌を歌う際にコストが+２されているものとして扱う。,-
4034,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,034,,,冥界,ステュクス川,1_umber,2,5_location,-,6,0,1,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,魂の救出 ここにいるキャラクター１体がクエストするたび、３を支払うことであなたの捨て札からキャラクター・カード１枚を手札に戻してもよい。,-
4035,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,035,,,アントニオ・マドリガル,どうぶつのともだち,2_amethyst,3,1_character,ストーリーボーン・仲間・マドリガル家,4,3,1,2_uncommon,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「昔むかし、山の中にとても特別な家族が住むカシータがありました…」
4036,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,036,,,ベル,熟練なるミスティーク,2_amethyst,5,1_character,フラッドボーン・ヒーロー・プリンセス・魔法使い,4,4,2,4_superrare,1,0,0,0,0,0,0,0,2,0,0,0,0,変身３（３を支払うことであなたの《ベル》の上にこのカードをプレイしてもよい。）劇的な癒し このキャラクターをプレイしたとき、キャラクター１体を選び、そのキャラクターからダメージ・カウンターを３つまで、選んだ対戦相手のキャラクター１体に移動する。,混ざり合ったインクが変化させたものは、薔薇だけではなかったのです。
4037,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,037,,,ベル,未熟なるミスティーク,2_amethyst,3,1_character,ドリームボーン・ヒーロー・プリンセス,3,3,1,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,さあ、いい？動かないで このキャラクターをプレイしたとき、キャラクター１体を選び、そのキャラクターからダメージ・カウンターを１つまで、選んだ対戦相手のキャラクター１体に移動する。,ベルはあらゆる手段を試しましたが、野獣の傷を完全に治すことはできませんでした。
4038,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,038,,,ブルーノ・マドリガル,影から出てきた男,2_amethyst,5,1_character,ストーリーボーン・仲間・マドリガル家,5,4,1,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,君のビジョンだ このキャラクターをプレイしたとき、キャラクター１体を選び、そのキャラクターはこのターン、「このキャラクターがチャレンジ中に退場したとき、このカードをあなたの手札に戻してもよい。」を得る。,-
4039,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,039,,,ブルーノ・マドリガル,おじ気づいたおじさん,2_amethyst,4,1_character,ストーリーボーン・仲間・マドリガル家,3,3,1,4_superrare,1,0,0,0,2,0,0,0,0,0,0,0,0,回避（このキャラクターには回避を持つキャラクターだけがチャレンジできる。）その目で見るといい  ： カードの名前１つを指定し、その後あなたのデッキの一番上のカードを公開する。それが指定した名前のカードなら、手札に加え、ロアを３つ得る。そうでないなら、デッキの一番上に置く。,-
4040,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,040,,,カミロ・マドリガル,イタズラ名人,2_amethyst,4,1_character,ストーリーボーン・仲間・マドリガル家,5,2,1,2_uncommon,1,0,0,2,0,0,0,0,0,0,0,0,0,百面相 あなたのターン開始時、以下から１つを選んでもよい。・このキャラクターはこのターン、+１される。・このキャラクターはこのターン、果敢+２を得る。（このキャラクターはチャレンジしている間、+２される。）,-
4041,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,041,,,ドロレス・マドリガル,地獄耳,2_amethyst,4,1_character,ストーリーボーン・仲間・マドリガル家,3,3,2,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,魔法の密告 このキャラクターをプレイしたとき、いずれかの対戦相手の場にエグザートしているキャラクターがいるなら、カードを１枚引いてもよい。,-
4042,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,042,,,エルサ,嵐を追う者,2_amethyst,3,1_character,ストーリーボーン・ヒーロー・女王・魔法使い,4,1,1,3_rare,1,0,0,2,0,0,0,2,0,0,0,0,0,テンペスト  ： キャラクター１体を選び、そのキャラクターはこのターン、果敢+２と突進を得る。（果敢+２を持つキャラクターはチャレンジしている間、+２される。突進を持つキャラクターはプレイされたターンにチャレンジできる。）,エルサはアースラの嵐を吹き散らしたが、アナの姿はどこにもなかった。
4043,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,043,,,フロットサム,アースラの”かわいい子分”,2_amethyst,3,1_character,ドリームボーン・仲間,2,4,1,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,スタコラサッサ このキャラクターがチャレンジ中に退場したとき、このカードをあなたの手札に戻す。不吉なコンビ あなたの《ジェットサム》という名前のキャラクターは「このキャラクターがチャレンジ中に退場したとき、このカードをあなたの手札に戻す。」を得る。,「これで王冠とトライデントは両方ともあたしのものよ！」― アースラ
4044,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,044,,,フロットサム＆ジェットサム,ウツボ・カラミティ,2_amethyst,6,1_character,フラッドボーン・仲間,5,5,2,2_uncommon,1,0,0,0,0,0,0,0,2,0,0,0,0,変身 ： カードを２枚捨てる（カードを２枚捨てることであなたの《フロットサム》か《ジェットサム》の上にこのカードをプレイしてもよい。）（このキャラクターの名前は《フロットサム》でも《ジェットサム》でもある。）,-
4045,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,045,,,イサベラ・マドリガル,みんなの憧れ,2_amethyst,5,1_character,ストーリーボーン・仲間・マドリガル家,4,3,1,3_rare,1,0,0,0,2,0,0,0,0,0,0,0,0,回避（このキャラクターには回避を持つキャラクターだけがチャレンジできる。）レディーファースト あなたのターンの間、このターンに他のキャラクターがクエストしていないなら、このキャラクターは+３される。私に任せて このキャラクターがクエストするたび、あなたの他のキャラクター全員はこのターン、クエストできない。,-
4046,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,046,,,ジェットサム,アースラの”かわいい子分”,2_amethyst,3,1_character,ドリームボーン・仲間,4,2,1,1_common,1,0,0,2,0,0,0,0,0,0,0,0,0,果敢+２（果敢+２を持つキャラクターはチャレンジしている間、+２される。）不吉なコンビ あなたの《フロットサム》という名前のキャラクターは果敢+２を得る。,彼は裏切られたグリマーからトライデントをひったくった。
4047,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,047,,,ルイーサ・マドリガル,魔法の力持ち,2_amethyst,4,1_character,ストーリーボーン・仲間・マドリガル家,3,4,1,1_common,1,0,0,0,0,0,0,2,0,0,0,0,0,突進（このキャラクターはプレイされたターンにチャレンジできる。）,「こんな岩？楽勝。ほら、予言を取っておいで！」
4048,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,048,,,魔法のほうき,イルミナの保守係,2_amethyst,1,1_character,ドリームボーン・ほうき,2,1,1,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,スッキリキレイに あなたが他のキャラクターをプレイするたび、このキャラクターを退場させることでカードを１枚引いてもよい。,あとフジツボ数個はがしたところでリタイアすることになるなんて…
4049,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,049,,,魔法のほうき,元気な掃除屋,2_amethyst,3,1_character,ドリームボーン・ほうき,4,2,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,誰も見てないように掃け。
4050,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,050,,,魔法の家政婦,羽ぼうき,2_amethyst,2,1_character,ストーリーボーン・仲間,2,2,2,2_uncommon,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「こんなに美しいもの見たことある？」アメジストの木々を見て驚嘆しながら彼女は尋ねました。「いいや、これまでで一番さ」ルミエールは彼女を見つめたまま答えました。
4051,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,051,,,マシュマロウ,恐るべき雪の巨人,2_amethyst,3,1_character,ストーリーボーン・仲間,3,0,1,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,大雪山 このキャラクターはあなたの手札にあるカードと同じ数だけ+１される。,「君ってとっても力持ちだね。筋トレしてるの？」― オラフ
4052,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,052,,,ポット夫人,魔法のティーポット,2_amethyst,4,1_character,ストーリーボーン・仲間,4,3,2,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,最後にはすべてがうまく行くわ このキャラクターをプレイしたとき、あなたの場に《ルミエール》か《コグスワース》という名前のキャラクターがいるなら、カードを１枚引いてもよい。,-
4053,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,053,,,ペパ・マドリガル,お天気おばさん,2_amethyst,5,1_character,ストーリーボーン・仲間・マドリガル家,5,1,1,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,もうすぐ雨が このキャラクターをプレイしたとき、対戦相手のキャラクター１体を選び、エグザートしてもよい。そのキャラクターはそれのプレイヤーの次のターンの始めに、それがロケーションにいないかぎりレディしない。,-
4054,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,054,,,ピーター・パン,影の追跡者,2_amethyst,3,1_character,ストーリーボーン・ヒーロー,3,2,1,4_superrare,1,0,0,0,2,0,0,2,0,0,0,0,0,突進（突進を持つキャラクターはプレイされたターンにチャレンジできる。）回避（このキャラクターには回避を持つキャラクターだけがチャレンジできる。）飛んでくに決まってる！ 回避を持つあなたの他のキャラクターは突進を得る。,-
4055,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,055,,,ピコ,お助けオオハシ,2_amethyst,2,1_character,ストーリーボーン・仲間,2,3,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,彼は近くの山の中に不思議な輝きを見つけた。もしかして、あの予言の欠けているピースなのでは？
4056,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,056,,,チクタクワニ,フック船長の追っかけ,2_amethyst,6,1_character,ストーリーボーン・仲間,7,4,1,1_common,1,0,0,0,2,0,0,0,0,0,0,0,0,回避（このキャラクターには回避を持つキャラクターだけがチャレンジできる。）,「味を占めたワニは舌なめずりしながら…俺ばっかり追っかけとる！」― フック船長
4057,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,057,,,アースラ,荒れ狂う海の魔女,2_amethyst,2,1_character,ドリームボーン・ヴィランズ・魔法使い,3,1,1,2_uncommon,1,0,0,2,0,0,0,0,0,0,0,0,0,果敢+２（このキャラクターはチャレンジしている間、+２される。）,「あのアバズレを追いかけるんだよ、フロットサム！ロルカナを支配するにはヘックスウェルの王冠が必要なんだ！」
4058,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,058,,,アースラ,大海の魔女王,2_amethyst,7,1_character,フラッドボーン・ヴィランズ・女王・魔法使い,7,4,3,5_legendary,1,0,0,0,0,0,0,0,2,0,0,0,0,変身５（５を支払うことであなたの《アースラ》の上にこのカードをプレイしてもよい。）あたしが支配者だよ！ このキャラクターがクエストするたび、キャラクター１体を選び、エグザートする。この女王にひれ伏すのだ！ 他のキャラクターは歌を歌うためにできない。,-
4059,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,059,,,イェン・シッド,強大なる魔法使い,2_amethyst,2,1_character,ストーリーボーン・ヒーロー・魔法使い,3,1,1,5_legendary,1,0,0,0,0,0,0,0,0,0,0,0,0,土壇場の介入 このキャラクターをプレイしたとき、あなたの場に《魔法のほうき》という名前のキャラクターがいるなら、カードを１枚引いてもよい。魔術の研究 あなたの場にほうき・キャラクターが２体以上いる間、このキャラクターは+２される。,-
4060,04_ＵＲＳＵＬＡ’Ｓ　ＲＥＴＵＲＮ　逆襲のアースラ,060,,,Poor Unfortunate Souls,哀れな人々,2_amethyst,2,3_action・song,歌,0,0,0,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,（コスト２以上のキャラクターはすることでこの歌をコストを支払わずに歌える。）コスト２以下の、キャラクター１体、アイテム１つまたはロケーション１つを選び、それのプレイヤーの手札に戻す。,不幸せな魂
