cardId,setSeries,idInSetSeries,icon,backIcon,name,versionName,color,cost,cardType,classification,willpower,strength,loreValue,rarity,inkwellFlag,vanillaFlag,bodyguardFlag,challengerFlag,evasiveFlag,recklessFlag,resistFlag,rushFlag,shiftFlag,singerFlag,singTogetherFlag,supportFlag,wardFlag,effectText,flavorText
1011,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,011,,,マキシマス,しつこい追跡者,1_umber,3,1_character,ドリームボーン・仲間,3,3,1,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,馬に蹴られて このキャラクターをプレイしたとき、キャラクター１体を選び、このターン、-２する。,彼は勇気と規律、そして一つまみの気品をもって獲物を追いかける。
1012,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,012,,,ミッキーマウス,いつだって友だち,1_umber,3,1_character,ストーリーボーン・ヒーロー,3,3,2,2_uncommon,1,1,0,0,0,0,0,0,0,0,0,0,0,-,彼がいる限り、大イルミナにやって来た者たちはいつだって温かく迎えられるんだ。
1013,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,013,,,ミニーマウス,愛されプリンセス,1_umber,2,1_character,ドリームボーン・プリンセス,3,2,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,プリンセスがどこへ行こうとも、彼女の銃士隊は…まぁ、どこか近くにいるはずだよ、たぶんね。
1014,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,014,,,モアナ,モトゥヌイ生まれ,1_umber,5,1_character,ストーリーボーン・ヒーロー・プリンセス,6,1,3,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,直しましょ このキャラクターがクエストするたび、あなたの他のプリンセス・キャラクター全員をレディしてもよい。それらのキャラクターはこのターン、クエストできない。,「私はモトゥヌイのモアナ。あなたは私の船に乗り、この海を渡って、テ・フィティの心を返しに行くの」
1015,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,015,,,ミスター・スミー,忠実な一等航海士,1_umber,3,1_character,ドリームボーン・仲間・海賊,5,2,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「ミスター・スミーは親切で優しいヤツで、ひねくれた老いぼれ悪党を慰めたり助けたりするために生きてるのさ。でもそんなことして何が面白いんだろうね？」― ピーター・パン
1016,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,016,,,フィリップ王子,ドラゴンに挑む者,1_umber,4,1_character,ストーリーボーン・ヒーロー・プリンス,3,3,2,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,英雄の心 このキャラクターがチャレンジしてこれが退場したとき、チャレンジされたキャラクターを退場させてもよい。,「真の愛への道のりにはたくさんの危険が待っていますが、一人で立ち向かうのです」― フローラ
1017,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,017,,,プンバァ,なかよしイボイノシシ,1_umber,4,1_character,ストーリーボーン・仲間,5,3,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「過去とは忘れちまったサルだ！」
1018,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,018,,,ラプンツェル,いやしの賜物,1_umber,4,1_character,ストーリーボーン・ヒーロー・プリンセス,5,1,2,5_legendary,1,0,0,0,0,0,0,0,0,0,0,0,0,花はきらめく このキャラクターをプレイしたとき、あなたのキャラクター１体から３ダメージまで取り除く。この方法で取り除いたダメージと同じ数のカードを引く。,-
1019,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,019,,,セバスチャン,宮廷作曲家,1_umber,2,1_character,ストーリーボーン・仲間,2,2,1,1_common,1,0,0,0,0,0,0,0,0,2,0,0,0,歌声４（このキャラクターは歌を歌う際にコスト４として扱う。）,「どうしてこんなハメになったんだ。作曲が仕事だというのに、わがまま娘のお守りとは情けないよ」
1020,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,020,,,シンバ,守護者の片鱗,1_umber,2,1_character,ストーリーボーン・ヒーロー・プリンス,3,2,1,1_common,1,0,2,0,0,0,0,0,0,0,0,0,0,護衛（このキャラクターをエグザートで場に出してもよい。あなたのキャラクターにチャレンジする対戦相手のキャラクターは、可能なら護衛を持つキャラクターを選ぶ。）,勇気に体の大小は関係ないんだ。
1021,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,021,,,スティッチ,お気楽サーファー,1_umber,7,1_character,ドリームボーン・ヒーロー・エイリアン,8,4,2,5_legendary,1,0,0,0,0,0,0,0,0,0,0,0,0,オハナ このキャラクターをプレイしたとき、あなたの場に他のキャラクターが２体以上いるなら、カードを２枚引いてもよい。,「お前宇宙人だったのか。あっちの波はどうだい？」― デイヴィッド
1022,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,022,,,スティッチ,あたしの犬,1_umber,1,1_character,ストーリーボーン・ヒーロー・エイリアン,2,2,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,リロ 「デイヴィッド！ これあたしの犬」デイヴィッド 「うわ、なんだ？！…本当に犬？」リロ 「うん。車に轢かれる前はコリーだったの」
1023,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,023,,,スティッチ,ロックスター,1_umber,6,1_character,フラッドボーン・ヒーロー・エイリアン,5,3,3,4_superrare,1,0,0,0,0,0,0,0,2,0,0,0,0,変身４（４を支払うことでこのカードをあなたの《スティッチ》の上にプレイしてもよい。）熱烈なファン あなたがコスト２以下のキャラクターをプレイするたび、そのキャラクターをエグザートすることでカードを１枚引いてもよい。,ビーチサイドのコンサートで一番いいとこは、いつでも飛び入り参加できることだ。
1024,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,024,,,ティモン,メシ掘り名人,1_umber,1,1_character,ストーリーボーン・仲間,2,1,1,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,こりゃチキンの味だぜ このキャラクターをプレイしたとき、キャラクター１体を選び、１ダメージまで取り除いてもよい。,「ここじゃとびきり美味いもんが山ほどあるんだ、どこを探せばいいか知ってりゃあな」
1025,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,025,,,BE OUR GUEST,ビー・アワー・ゲスト,1_umber,2,3_action・song,歌,0,0,0,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,（コスト２以上のキャラクターはすることでこの歌をコストを支払わずに歌える。）あなたのデッキの上からカードを４枚見る。キャラクター・カードを１枚公開し手札に加えてもよい。残りを好きな順番でデッキの一番下に置く。,-
1026,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,026,,,怒ってばかりね！,-,1_umber,1,2_action,-,0,0,0,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,キャラクター１体を選び、このターン、-２する。,-
1027,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,027,,,HAKUNA MATATA,ハクナ・マタタ,1_umber,4,3_action・song,歌,0,0,0,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,（コスト４以上のキャラクターはすることでこの歌をコストを支払わずに歌える。）あなたの各キャラクターからそれぞれ３ダメージまで取り除く。,なんていい響きなんだ！
1028,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,028,,,癒しのきらめき,-,1_umber,1,2_action,-,0,0,0,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,キャラクター１体を選び、２ダメージまで取り除く。,「怖がらないで！」― ラプンツェル
1029,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,029,,,まさにその時,-,1_umber,3,2_action,-,0,0,0,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,コスト５以下のキャラクター１枚をコストを支払わずにプレイしてもよい。,最高のヒーローはいつもカンペキなタイミングで登場する― そういう風にできてるんだ。
1030,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,030,,,PART OF YOUR WORLD,パート・オブ・ユア・ワールド,1_umber,3,3_action・song,歌,0,0,0,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,（コスト３以上のキャラクターはすることでこの歌をコストを支払わずに歌える。）あなたの捨て札からキャラクター・カード１枚を手札に戻す。,なんでもあげるわ ここを出て 暖かい 砂の上で 眠れたら
1031,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,031,,,私を忘れたのか,-,1_umber,4,2_action,-,0,0,0,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,各対戦相手はカードを２枚選んで捨てる。,「今のお前は本当のお前ではない」― ムファサ
1032,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,032,,,カミスキー,-,1_umber,1,4_item,-,0,0,0,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,朝シャンのセット用 ：キャラクター１体を選び、１ダメージまで取り除く。,「素晴らしいヘアスタイルが一丁上がりさ！」― カモメのスカットル
1033,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,033,,,ランタン,-,1_umber,2,4_item,-,0,0,0,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,誕生日の光 ：このターン、あなたが次にキャラクターをプレイするコストの支払いは１減る。,「この光は…毎年私の誕生日に現れるのよ。私の誕生日だけに。胸の奥でハッキリと感じるの！」― ラプンツェル
1034,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,034,,,アースラの貝殻ネックレス,-,1_umber,3,4_item,-,0,0,0,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,さあ、歌って！ あなたが歌をプレイするたび、１を支払うことでカードを１枚引いてもよい。,「歌は素敵な趣味よ…歌うための声さえ持っていればね」― アースラ
1035,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,035,,,アナ,アレンデールの継承者,2_amethyst,4,1_character,ストーリーボーン・ヒーロー・女王,4,2,2,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,愛する心 このキャラクターをプレイしたとき、あなたの場に《エルサ》という名前のキャラクターがいるなら、対戦相手のキャラクター１体を選ぶ。そのキャラクターはそれのプレイヤーの次のターンの始めにレディしない。,「姉妹の心はひとつなんだから」
1036,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,036,,,アルキメデス,教育のあるフクロウ,2_amethyst,1,1_character,ドリームボーン・仲間,2,2,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「飛ぶということはただの機械的作業ではないのである。デリケートな芸術であり、清純なる学問。躍動の詩なのだ。そしてそれを学ぶにはまず飛ぶことさ！」
1037,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,037,,,ファシリエ,悪事の協力者,2_amethyst,7,1_character,フラッドボーン・ヴィランズ・魔法使い,5,4,3,3_rare,1,0,0,0,0,0,0,0,2,0,0,0,0,変身５（５を支払うことでこのカードをあなたの《ファシリエ》の上にプレイしてもよい。）影の中へ あなたの他のキャラクター１体がチャレンジ中に退場するたび、そのカードをあなたの手札に戻してもよい。,-
1038,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,038,,,ファシリエ,イカサマ師,2_amethyst,2,1_character,ストーリーボーン・ヴィランズ・魔法使い,4,0,1,1_common,1,0,0,2,0,0,0,0,0,0,0,0,0,果敢+２（このキャラクターはチャレンジしている間、+２される。）,はじめまして、ご機嫌いかが…？このファシリエから少々のご挨拶を…
1039,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,039,,,ファシリエ,素晴らしい紳士,2_amethyst,3,1_character,ストーリーボーン・ヴィランズ・魔法使い,4,2,1,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,願い事かなえます あなたが歌をプレイするたび、あなたのデッキの上からカードを２枚見てもよい。そのうち１枚をあなたのデッキの一番上に、もう１枚を一番下に置く。,-
1040,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,040,,,エルサ,氷城の君主,2_amethyst,4,1_character,ストーリーボーン・ヒーロー・女王・魔法使い,4,4,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「私にこんなことができるなんてね」
1041,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,041,,,エルサ,雪の女王,2_amethyst,3,1_character,ドリームボーン・ヒーロー・女王・魔法使い,3,2,1,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,凍りなさい ：対戦相手のキャラクター１体を選び、エグザートする。,魔法のインクで描かれたエルサは、自分がまったく新しい世界にいることに気づいた。幸運なことに、どこに行こうと氷は氷だった。
1042,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,042,,,エルサ,冬の精霊,2_amethyst,8,1_character,フラッドボーン・ヒーロー・女王・魔法使い,6,4,3,5_legendary,1,0,0,0,0,0,0,0,2,0,0,0,0,変身６（６を支払うことでこのカードをあなたの《エルサ》の上にプレイしてもよい。）瞬間凍結 このキャラクターをプレイしたとき、キャラクターを２体まで選び、エグザートする。それらのキャラクターはそれらのプレイヤーの次のターンの始めにレディしない。,氷はあなたが思ってる以上に強いのよ。
1043,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,043,,,フロットサム,アースラのスパイ,2_amethyst,5,1_character,ストーリーボーン・仲間,4,3,2,3_rare,1,0,0,0,0,0,0,2,0,0,0,0,0,突進（このキャラクターはプレイされたターンにチャレンジできる。）追い込みの右ヒレ あなたの《ジェットサム》という名前のキャラクターは突進を得る。,「あのお方ならあんたを助けられるよ…お代はかかるけどな」
1044,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,044,,,ジャファー,秘密の管理者,2_amethyst,4,1_character,ドリームボーン・ヴィランズ・魔法使い,5,0,2,3_rare,1,0,0,0,0,0,0,0,0,0,0,0,0,隠された驚異 このキャラクターはあなたの手札にあるカードと同じ数だけ+１される。,秘密を覆い隠す方法は一つだけじゃあないのだよ。
1045,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,045,,,ジャファー,邪悪な魔法使い,2_amethyst,4,1_character,ドリームボーン・ヴィランズ・魔法使い,5,2,1,1_common,1,0,0,2,0,0,0,0,0,0,0,0,0,果敢+３（このキャラクターはチャレンジしている間、+３される。）,「コソコソするのはもうたくさんだ。あの鼻持ちならないサルタンに魔法使いの力を見せてやる時だ」
1046,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,046,,,ジェットサム,アースラのスパイ,2_amethyst,4,1_character,ストーリーボーン・仲間,3,3,1,1_common,1,0,0,0,2,0,0,0,0,0,0,0,0,回避（このキャラクターには回避を持つキャラクターだけがチャレンジできる。）這い寄りの左ヒレ あなたの《フロットサム》という名前のキャラクターは回避を得る。,「あんたが願いを叶えるのを助けてあげられるよ…」
1047,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,047,,,魔法のほうき,バケツリレー,2_amethyst,2,1_character,ドリームボーン・ほうき,2,2,1,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,おそうじ このキャラクターをプレイしたとき、いずれかの捨て札からカード１枚をそのプレイヤーのデッキに加えてシャッフルしてもよい。,大イルミナの名で知られる巨大な物語の鍛冶場には、やるべき仕事が溢れかえっている。
1048,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,048,,,マレフィセント,竜視眈々,2_amethyst,1,1_character,ドリームボーン・ヴィランズ・魔法使い,1,1,2,3_rare,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「こういうことは焦ってはならないよ、さもないと最大の計画さえ無に帰してしまうもの」
1049,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,049,,,マレフィセント,魔女,2_amethyst,3,1_character,ストーリーボーン・ヴィランズ・魔法使い,2,2,1,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,これが私の呪文！ このキャラクターをプレイしたとき、カードを１枚引いてもよい。,「この私に挑戦しようというのか？愚か者めが。私の魔法は！お前が想像できる以上に強力なのだ！」
1050,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,050,,,マシュマロウ,しぶとい守護者,2_amethyst,6,1_character,ストーリーボーン・仲間,5,5,1,4_superrare,1,0,0,0,0,0,0,0,0,0,0,0,0,丈夫で長持ち このキャラクターがチャレンジ中に退場したとき、このカードをあなたの手札に戻してもよい。,「やあ！今キミのこと話してたんだ。悪口じゃないよ？いい話」― オラフ
1051,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,051,,,ミッキーマウス,きまぐれな魔法使い,2_amethyst,4,1_character,ドリームボーン・魔法使い,4,3,2,4_superrare,1,0,0,0,0,0,0,0,0,0,0,0,0,ほうきよ動け あなたがほうき・キャラクターをプレイするコストの支払いは１減る。休み知らずの働き手 あなたのほうき・キャラクター１体がチャレンジ中に退場するたび、そのカードをあなたの手札に戻してもよい。,どんな失敗も、水に流しちゃおうよ。
1052,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,052,,,オラフ,人懐っこい雪だるま,2_amethyst,1,1_character,ストーリーボーン・仲間,3,1,1,2_uncommon,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「ぼくはオラフ。ギューッて抱きしめて！」
1053,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,053,,,パスカル,ラプンツェルの親友,2_amethyst,1,1_character,ストーリーボーン・仲間,1,1,1,2_uncommon,1,0,0,0,2,0,0,0,0,0,0,0,0,カモフラージュ あなたの場に他のキャラクターがいる間、このキャラクターは回避を得る。（このキャラクターには回避を持つキャラクターだけがチャレンジできる。）,本当の友だちはいつもきみのそばにいるよ、見えないかもしれないけど。
1054,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,054,,,ラフィキ,謎めいた賢者,2_amethyst,3,1_character,ドリームボーン・導き手・魔法使い,3,3,1,2_uncommon,1,0,0,0,0,0,0,2,0,0,0,0,0,突進（このキャラクターはプレイされたターンにチャレンジできる。）,「過去は痛むもんじゃ。だがお前はそこから逃げ出すことができる！それに…学ぶことも」
1055,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,055,,,スヴェン,王室御用達トナカイ,2_amethyst,6,1_character,ストーリーボーン・仲間,7,5,1,2_uncommon,1,1,0,0,0,0,0,0,0,0,0,0,0,-,「どけどけー！トナカイが通るぞー！」― クリストフ
1056,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,056,,,女王,性悪なうぬぼれ屋,2_amethyst,5,1_character,ストーリーボーン・ヴィランズ・女王,5,4,1,4_superrare,1,0,0,0,0,0,0,0,0,0,0,0,0,出ておいで ：カードを１枚引く。,比類なき狡猾さに相応しい、至高の美しさ。この世で最高に美しい女が誰か、疑問の余地などあろうか？
1057,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,057,,,ワードローブ,ベルのお世話役,2_amethyst,3,1_character,ドリームボーン・仲間,4,3,1,1_common,1,1,0,0,0,0,0,0,0,0,0,0,0,-,オートクチュールを越えた「王道クチュール」は彼女におまかせ！
1058,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,058,,,ティンカー・ベル,ピーター・パンの仲間,2_amethyst,5,1_character,ストーリーボーン・仲間・妖精,3,3,2,1_common,1,0,0,2,2,0,0,0,0,0,0,0,0,回避（このキャラクターには回避を持つキャラクターだけがチャレンジできる。）忠実で献身的 あなたの《ピーター・パン》という名前のキャラクターは果敢+１を得る。（果敢+１を持つキャラクターはチャレンジしている間、+１される。）,-
1059,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,059,,,アースラ,パワーをちょうだい！,2_amethyst,7,1_character,ストーリーボーン・ヴィランズ・魔法使い,8,2,3,5_legendary,1,0,0,0,0,0,0,0,0,0,0,0,0,バッチリいただきさ！ このキャラクターをプレイしたとき、各対戦相手はロアを１つ失う。この方法で失われたロアと同じ数のカードを引いてもよい。,悪役のルールその1：悪に生きるのであれば、格調高くあるべし。
1060,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,060,,,イズマ,錬金術師,2_amethyst,2,1_character,ドリームボーン・ヴィランズ・魔法使い,2,2,1,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,仕方ないわね このキャラクターがクエストするたび、あなたのデッキの一番上のカードを見る。それをあなたのデッキの一番上か一番下に置く。,「お前の意見が必要な時は、そう言うわよ！」
1061,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,061,,,ゼウス,稲妻の神,2_amethyst,4,1_character,ストーリーボーン・神格,4,0,2,3_rare,1,0,0,2,0,0,0,2,0,0,0,0,0,突進（このキャラクターはプレイされたターンにチャレンジできる。）果敢+４（このキャラクターはチャレンジしている間、+４される。）,「小さな稲妻一振りで実に多くの問題を解決できるぞ」
1062,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,062,,,うろたえるのじゃ！,-,2_amethyst,1,2_action,-,0,0,0,2_uncommon,1,0,0,0,0,0,0,0,0,0,0,0,0,コスト２以下の、キャラクター１体またはアイテム１つを選び、それのプレイヤーの手札に戻す。,「時にはビックリ仰天するのもいいもんじゃよ！」
1063,01_ＴＨＥ　ＦＩＲＳＴ　ＣＨＡＰＴＥＲ　物語のはじまり,063,,,凍りなさい,-,2_amethyst,2,2_action,-,0,0,0,1_common,1,0,0,0,0,0,0,0,0,0,0,0,0,対戦相手のキャラクター１体を選び、エグザートする。,頭を冷やした方がいいわね。
